id,genres,title,overview,keywords,popularity,cast,crew,production_companies,runtime,release_year
2428,"['Drama', 'History']",The Greatest Story Ever Told,All-star epic retelling of Christ's life.,"['jesus christ', 'biography', 'epic']",3.011205,"Max von Sydow (Jesus), Michael Anderson Jr. (James the Younger), Carroll Baker (Veronica), Ina Balin (Martha of Bethany), Victor Buono (Sorak)",George Stevens,George Stevens Productions,199.0,1965
290751,"['Crime', 'Drama', 'Mystery']",Secret in Their Eyes,"A tight-knit team of FBI investigators, along with their District Attorney supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.","['fbi', 'missing child']",15.012237,"Chiwetel Ejiofor (Ray), Nicole Kidman (Claire), Julia Roberts (Jess), Dean Norris (Bumpy), Lyndon Smith (Kit)",Billy Ray,"Ingenious Media, Gran Via Productions, IM Global",111.0,2015
13805,"['Action', 'Comedy']",Disaster Movie,"In DISASTER MOVIE, the filmmaking team behind the hits ""Scary Movie,"" ""Date Movie,"" ""Epic Movie"" and ""Meet The Spartans"" this time puts its unique, inimitable stamp on one of the biggest and most bloated movie genres of all time -- the disaster film.","['natural disaster', 'violence', 'mortal danger', 'duringcreditsstinger']",16.238961,"Matt Lanter (Will), Vanessa Lachey (Amy), Nicole Ari Parker (Enchanted Princess / Amy Winehouse Look-A-Like / Jessica Simpson Look-A-Like), Crista Flanagan (Juney / Hannah Montana), Gary 'G. Thang' Johnson (Calvin)","Jason Friedberg, Aaron Seltzer","Grosvenor Park Media Ltd., LionsGate, 3 in the Box",87.0,2008
4597,"['Action', 'Crime', 'Drama', 'Thriller']",Armored,"A crew of officers at an armored transport security firm risk their lives when they embark on the ultimate heist against their own company. Armed with a seemingly fool-proof plan, the men plan on making off with a fortune with harm to none. But when an unexpected witness interferes, the plan quickly unravels and all bets are off.","['robbery', 'homeless person', 'bank', 'armored car', 'truck', 'heist']",15.21229,"Columbus Short (Ty Hackett), Laurence Fishburne (Baines), Skeet Ulrich (Dobbs), Amaury Nolasco (Palmer), Matt Dillon (Mike Cochrane)",Nimród Antal,"Screen Gems, Stars Road Entertainment, Farah Films & Management",88.0,2009
9414,"['Comedy', 'Thriller', 'Crime', 'Action']",The Man Who Knew Too Little,"An American gets a ticket for an audience participation game in London, then gets involved in a case of mistaken identity. As an international plot unravels around him, he thinks it's all part of the act.","['london england', 'bomb', 'brother brother relationship', 'helicopter', 'based on novel', 'bank', 'tv show', 'theatre milieu', 'mistaken identity', 'escape', 'agent']",6.397042,"Bill Murray (Wallace 'Wally' Ritchie), Peter Gallagher (James 'Jimmy' Ritchie), Joanne Whalley (Lorelei 'Lori'), Alfred Molina (Boris 'The Butcher' Blavasky), Richard Wilson (Sir Roger Daggenhurst)",Jon Amiel,"Regency Enterprises, Taurus Films, Polar Productions",97.0,1997
63492,"['Comedy', 'Romance']",What's Your Number?,"Ally Darling (Anna Faris) is realizing she's a little lost in life. Her latest romance has just fizzled out, and she's just been fired from her marketing job. Then she reads an eye-opening magazine article that warns that 96 percent of women who've been with 20 or more lovers are unlikely to find a husband. Determined to turn her life around and prove the article wrong, Ally embarks on a mission to find the perfect mate from among her numerous ex-boyfriends.","['based on novel', 'loser', 'magazine', 'womanizer', 'mission', 'search', 'boyfriend', 'husband', 'fired', 'past relationship']",19.220789,"Chris Evans (Colin Shea), Anna Faris (Ally Darling), Martin Freeman (Simon Forester), Chris Pratt (Disgusting Donald), Ari Graynor (Daisy Darling)",Mark Mylod,"Regency Enterprises, Contrafilm, New Regency Pictures",106.0,2011
81796,"['Action', 'Thriller', 'Science Fiction']",Lockout,"Set in the near future, Lockout follows a falsely convicted ex-government agent , whose one chance at obtaining freedom lies in the dangerous mission of rescuing the President's daughter from rioting convicts at an outer space maximum security prison.","['usa president', 'anti hero', 'dementia', 'future', 'space', 'convict', 'interrogation', 'space station', 'collision in space', 'year 2079']",35.232278,"Guy Pearce (Snow), Maggie Grace (Emilie Warnock), Joseph Gilgun (Hydell), Lennie James (Harry Shaw), Peter Stormare (Scott Langral)","Stephen St. Leger, James Mather","Canal+, EuropaCorp, Ciné+",95.0,2012
10710,['Comedy'],Envy,A man becomes increasingly jealous of his friend's newfound success.,"['jealousy', 'inventor', 'neighbor', 'best friend', 'milliionaire', 'dog', 'envy', 'golden egg']",9.842771,"Ben Stiller (Tim Dingman), Jack Black (Nick Vanderpark), Rachel Weisz (Debbie Dingman), Christopher Walken (J-Man), Amy Poehler (Natalie Vanderpark)",Barry Levinson,"Columbia Pictures, Castle Rock Entertainment, NPV Entertainment",99.0,2004
15092,"['Action', 'Thriller', 'Crime']",Crank: High Voltage,Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker that requires regular jolts of electricity to keep working.,"['female nudity', 'prostitute', 'horse race', 'heart', 'strip club', 'electric shock', 'godzilla', 'sequel', 'tourette syndrome', 'gang', 'shootout', 'public sex', 'cigarette smoking', 'mansion', 'electrocution', 'foot chase', 'surgery', 'taser', 'duringcreditsstinger', 'flashback', 'absurdism', 'ultraviolence']",35.542809,"Jason Statham (Chev Chelios), Amy Smart (Eve), Dwight Yoakam (Doc Miles), Efren Ramirez (Venus), Julanne Chidi Hill (Dark Chocolate)","Brian Taylor, Mark Neveldine","Lakeshore Entertainment, Lionsgate, Radical Media",96.0,2009
11382,"['Action', 'Comedy', 'Thriller']",Bullets Over Broadway,"Set in 1920's New York City, this movie tells the story of idealistic young playwright David Shayne. Producer Julian Marx finally finds funding for the project from gangster Nick Valenti. The catch is that Nick's girl friend Olive Neal gets the part of a psychiatrist, and Olive is a bimbo who could never pass for a psychiatrist as well as being a dreadful actress. Agreeing to this first compromise is the first step to Broadway's complete seduction of David, who neglects longtime girl friend Ellen. Meanwhile David puts up with Warner Purcell, the leading man who is a compulsive eater, Helen Sinclair, the grand dame who wants her part jazzed up, and Cheech, Olive's interfering hitman / bodyguard. Eventually, the playwright must decide whether art or life is more important.","['lover (female)', 'talent', 'mafia boss', 'author']",7.829295,"John Cusack (David Shayne), Dianne Wiest (Helen Sinclair), Jennifer Tilly (Olive Neal), Chazz Palminteri (Cheech), Mary-Louise Parker (Ellen)",Woody Allen,Miramax Films,98.0,1994
15005,['Drama'],One Night with the King,"This amazing biblical drama chronicles the brave and historic legend of Hadassah, a Jewish orphan with exceptional beauty who rises to become Queen Esther of Persia and saves Persian Jews from genocide. By revealing her heritage to the king, Esther thwarts the evil prime minister's plan to annihilate all Jews in the Persian Empire. The annual festival of Purim is inspired by her heroism.","['based on novel', 'persia', 'queen', 'esther']",3.476925,"Tiffany Dupont (Hadassah / Esther), Peter O'Toole (Samuel, the Prophet), Luke Goss (King Xerxes), John Noble (Prince Admantha), Omar Sharif (Prince Memucan)",Michael O. Sajbel,Gener8Xion Entertainment,123.0,2006
8198,"['Drama', 'Action', 'Thriller', 'Romance']",The Quiet American,"A stylish political thriller where love and war collide in Southeast Asia. Set in early 1950s Vietnam, a young American becomes entangled in a dangerous love triangle when he falls for the beautiful mistress of a British journalist. As war is waged around them, these three only sink deeper into a world of drugs, passion, and betrayal where nothing is as it seems.","['terror', 'journalist', 'lover (female)', 'saigon', 'indochina']",5.133744,"Michael Caine (Thomas Fowler), Brendan Fraser (Alden Pyle), Đỗ Thị Hải Yến (Phuong), Tzi Ma (Hinh), Rade Serbedzija (Inspector Vigot)",Phillip Noyce,"Miramax Films, Intermedia Films, Mirage Enterprises",101.0,2002
6963,"['Comedy', 'Drama']",The Weather Man,"A Chicago weather man, separated from his wife and children, debates whether professional and personal success are mutually exclusive.","['new york', 'chicago', 'midlife crisis', 'television', 'daughter', 'father', 'weatherman', 'terminal illness', 'wettermann']",14.031377,"Nicolas Cage (David Spritz), Michael Caine (Robert Spritzel), Hope Davis (Noreen), Gemmenne de la Peña (Shelly Spritzel), Nicholas Hoult (Mike Spritzel)",Gore Verbinski,"Paramount Pictures, Escape Artists, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG",101.0,2005
15070,"['Action', 'Adventure', 'Drama', 'Thriller']",Undisputed,"Monroe Hutchens is the heavyweight champion of Sweetwater, a maximum security prison. He was convicted to a life sentence due to a passionate crime. Iceman Chambers is the heavyweight champion, who lost his title due to a rape conviction to ten years in Sweetwater. WHen these two giants collide in the same prison, they fight against each other disputing who is the real champion.",['sport'],17.227376,"Wesley Snipes (Monroe Hutchen), Ving Rhames (George 'Iceman' Chambers), Peter Falk (Mendy Ripstein), Michael Rooker (A.J. Mercker), Jon Seda (Jesus 'Chuy' Campos)",Walter Hill,"Miramax Films, Amen Ra Films",96.0,2002
12797,"['Comedy', 'Fantasy', 'Romance']",Ghost Town,"Dentist, Bertram Pincus is a man whose people skills leave much to be desired. When Pincus dies unexpectedly, but is miraculously revived after seven minutes, he wakes up to discover that he now has the annoying ability to see ghosts.","['dying and death', 'misanthrope', 'lecture', 'cardiopulmonery resuscitation']",17.98817,"Ricky Gervais (Bertram Pincus), Greg Kinnear (Frank Herlihy), Téa Leoni (Gwen), Billy Campbell (Gwens Love Interest), Jordan Carlos (Young Husband)",David Koepp,"DreamWorks SKG, Spyglass Entertainment, Pariah",102.0,2008
17134,"['Action', 'Adventure', 'Drama', 'Thriller']",12 Rounds,"When New Orleans cop Danny Fisher prevents a brilliant thief from successfully carrying out his latest heist, the thief's girlfriend is accidentally killed. Hungry for revenge, the criminal mastermind breaks out of prison and kidnaps Danny's fiancee. To save her, Danny must successfully navigate his way through an elaborate series of tasks and puzzles, or else watch the love of his life die.","['police', 'cops', 'cat and mouse', 'family', 'revenge drama']",15.66135,"John Cena (Det. Danny Fisher), Aidan Gillen (Miles Jackson), Ashley Scott (Molly Porter), Steve Harris (Special Agent George Aiken), Brian J. White (Det. Hank Carver)",Renny Harlin,"The Mark Gordon Company, Fox Atomic, 20th Century Fox Home Entertainment",108.0,2009
41402,"['Drama', 'Horror', 'Mystery']",Let Me In,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.  A remake of the movie “Let The Right One In” which was an adaptation of a book.,"['vampire', 'child vampire', 'remake', 'bully', 'young boy', 'biting', 'dead boy', 'hammer horror', '1980s']",19.705311,"Kodi Smit-McPhee (Owen), Chloë Grace Moretz (Abby), Richard Jenkins (The Father), Elias Koteas (The Policeman), Sasha Barrese (Virginia)",Matt Reeves,"Hammer Film Productions, EFTI, Exclusive Media Group",116.0,2010
18885,"['Adventure', 'Action', 'Comedy', 'Family']",3 Ninjas Kick Back,"During a championship baseball match, the three brothers hear that their grandfather in Japan is in trouble, and head out to help him, conceding the match. When they arrive in Japan, they must use all their powers to defend him against his ancient enemy, who has returned to exact revenge.","['underdog', 'hero', 'friendship', 'treasure hunt', 'friends', 'revenge', 'rivalry', 'good vs evil', 'youth', 'danger', 'escapade', 'young heroes', 'siblings relations', 'vigilantism', 'heroic mission', 'buddies', 'master villain', 'master warrior', 'contests and competitions']",2.645722,"Victor Wong (Grandpa Mori Shintaro), Max Elliott Slade (Jeffrey 'Colt' Douglas), Sean Fox (Samuel 'Rocky' Douglas Jr.), J. Evan Bonifant (Michael 'Tum Tum' Douglas), Caroline Junko King (Miyo)",Charles T. Kanganis,"TriStar Pictures, Sheen Productions, Ben-Ami/Leeds Productions",93.0,1994
4953,"['Drama', 'Comedy']",Be Kind Rewind,"A man whose brain becomes magnetized unintentionally destroys every tape in his friend's video store. In order to satisfy the store's most loyal renter, an aging woman with signs of dementia, the two men set out to remake the lost films.","['camcorder', 'videoband', 'delusion', 'nuclear power plant', 'video store']",17.662683,"Jack Black (Jerry), Yasiin Bey (Mike), Danny Glover (Mr. Fletcher), Mia Farrow (Ms. Kimberley), Marcus Carl Franklin (James)",Michel Gondry,"New Line Cinema, Partizan, Focus Features",102.0,2008
10773,"['Comedy', 'Drama']",Mrs Henderson Presents,"Eccentric 70-year-old widow purchases the Windmill Theatre in London as a post-widowhood hobby. After starting an innovative continuous variety review, which is copied by other theaters, they begin to lose money. Mrs Henderson suggests they add female nudity similar to the Moulin Rouge in Paris","['world war ii', 'widow', 'musical', 'theatre milieu', 'nacktrevue', 'variety']",2.894154,"Judi Dench (Mrs. Laura Henderson), Bob Hoskins (Vivian Van Damm), Will Young (Bertie), Christopher Guest (Lord Cromer), Kelly Reilly (Maureen)",Stephen Frears,,103.0,2005
146198,"['Action', 'Thriller']",Triple 9,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,"['heist', 'betrayal', 'dirty cop']",29.371987,"Casey Affleck (Chris Allen), Chiwetel Ejiofor (Michael Atwood), Woody Harrelson (Sergeant Detective Jeffrey Allen), Kate Winslet (Irina Vlaslov), Anthony Mackie (Marcus Belmont)",John Hillcoat,"Worldview Entertainment, Anonymous Content, MadRiver Pictures",115.0,2016
2639,"['Comedy', 'Drama']",Deconstructing Harry,"This film tells the story of a successful writer called Harry Block, played by Allen himself, who draws inspiration from people he knows in real-life, and from events that happened to him, sometimes causing these people to become alienated from him as a result.","['new york', ""writer's block"", 'insanity', 'independent film', 'author']",11.352693,"Woody Allen (Harry Block), Kirstie Alley (Joan), Billy Crystal (Larry/The Devil), Judy Davis (Lucy), Caroline Aaron (Doris)",Woody Allen,Fine Line Features,96.0,1997
10563,"['Comedy', 'Romance']",Three to Tango,Oscar and Peter land a career-making opportunity when a Chicago tycoon chooses them to compete for the design of a cultural center. The tycoon mistakenly believes that Oscar is gay and has him spy on his mistress Amy. Oscar goes along with it and ends up falling in love with Amy.,"['gay', 'dance', 'architect', 'artist', 'tango', 'business man', 'spying', 'partnership', 'chief executive officer', 'deception', 'business partner', 'affair']",7.553773,"Matthew Perry (Oscar Novak), Neve Campbell (Amy Post), Dylan McDermott (Charles Newman), Oliver Platt (Peter Steinberg), Cylk Cozart (Kevin Cartwright)",Damon Santostefano,"Village Roadshow Pictures, Warner Bros.",98.0,1999
295964,['Drama'],Burnt,"Adam Jones is a Chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.","['london england', 'cook', 'restaurant', 'diva', 'career', 'kitchen', 'redemption', 'drug', 'drug addict', 'chef', 'come back']",30.477114,"Bradley Cooper (Adam Jones), Sienna Miller (Helene), Lily James (Sara), Alicia Vikander (Anne Marie), Uma Thurman (Simone)",John Wells,"Double Feature Films, PeaPie Films, 3 Arts Entertainment",100.0,2015
5971,"['Comedy', 'Crime', 'Drama']",We're No Angels,Two escaped cons only prayer to escape is to pass themselves off as priests and pass by the police blockade at the border into the safety of Canada.,"['prison', 'prisoner', 'independent film']",9.927018,"Robert De Niro (Ned), Sean Penn (Jim), Demi Moore (Molly), Hoyt Axton (Father Levesque), Bruno Kirby (Deputy)",Neil Jordan,Paramount Pictures,106.0,1989
9716,"['Music', 'Comedy', 'Romance']",Everyone Says I Love You,A New York girl sets her father up with a beautiful woman in a shaky marriage while her half sister gets engaged.,"['paris', 'venice', 'adultery', 'robbery', 'lovesickness', 'dancer', 'airport', 'broken engagement', 'infidelity', 'montmartre', 'winter', 'marriage proposal', 'new love', 'restaurant', 'gondola', 'halloween', 'racehorse', 'lover', 'musical', 'grandfather', 'thanksgiving', 'senility', 'tourist', 'jogging', 'atheist', 'dysfunctional family', 'independent film', 'family relationships', 'mistaken identity', 'wealth', 'redemption', 'unfaithfulness', 'hospital', 'lingerie slip', 'escaped convict', 'singing', 'maid', 'new york city', 'divorce', 'urban setting', 'christmas eve', 'cult film', 'waiter', 'wake', 'jewelry store', 'unwanted kiss', 'funeral home', 'central park', 'ghost', 'opposites attract', 'engagement ring', 'jumping rope', 'autumn', 'trick or treating', 'flashback', 'park avenue', 'parolee', 'x-ray', 'jeweler', 'fiancée']",12.379781,"Drew Barrymore (Skylar Dandridge), Diva Gray (Nanny), Natasha Lyonne (Djuna 'D.J.' Berlin), Edward Norton (Holden Spence), Woody Allen (Joe Berlin)",Woody Allen,Miramax Films,101.0,1996
11835,"['Action', 'Crime', 'Drama', 'Thriller']",Death Sentence,"Nick Hume is a mild-mannered executive with a perfect life, until one gruesome night he witnesses something that changes him forever. Transformed by grief, Hume eventually comes to the disturbing conclusion that no length is too great when protecting his family.","['loss of son', 'repayment', 'revenge', 'murder', 'gang', 'police officer killed', 'hospital', 'extreme violence', 'justice', 'hoodlum', 'semiautomatic pistol', 'finger gun']",12.643703,"Kevin Bacon (Nick Hume), Garrett Hedlund (Billy Darley), Kelly Preston (Helen Hume), Jordan Garrett (Lucas Hume), John Goodman (Bones Darley)",James Wan,"Twentieth Century Fox Film Corporation, Dune Entertainment, Baldwin Entertainment Group",105.0,2007
26171,['Drama'],Everybody's Fine,"Eight months after the death of his wife, Frank Goode looks forward to a reunion with his four adult children. When all of them cancel their visits at the last minute, Frank, against the advice of his doctor, sets out on a road trip to reconnect with his offspring. As he visits each one in turn, Frank finds that his children's lives are not quite as picture-perfect as they've made them out to be.","['family relationships', 'doctor', 'retired', 'visit', 'widower', 'duringcreditsstinger', 'heart trouble']",15.440465,"Robert De Niro (Frank Goode), Drew Barrymore (Rosie), Kate Beckinsale (Amy), Sam Rockwell (Robert), Melissa Leo (Colleen)",Kirk Jones,"Miramax Films, Hollywood Gang Productions, Radar Pictures",99.0,2009
31117,"['Comedy', 'Family']",Superbabies: Baby Geniuses 2,"Following on from the plot of the last movie, babies can communicate with each other using 'baby talk', and have an innate knowledge of the secrets of the universe. The baby geniuses become involved in a scheme by media mogul Bill Biscane (Jon Voight). Helping the geniuses is a legendary superbaby named Kahuna. He joins up with several other babies in an attempt to stop Biscane, who intends to use a state-of-the-art satellite system to control the world's population.","['baby', 'baseball', 'scientific study', 'computer', 'genius', 'mind control', 'good vs evil', 'baby geniuses']",5.886228,"Jon Voight (Bill Biscane / Kane), Scott Baio (Stan Bobbins), Vanessa Angel (Jean Bobbins), Skyler Shaye (Kylie), Whoopi Goldberg (Whoopi Goldberg)",Bob Clark,"Crystal Sky Worldwide, Triumph Films",88.0,2004
9074,"['Action', 'Comedy', 'Crime']",The Man,"Special Agent Derrick Vann is a man out to get the man who killed his partner but a case of mistaken identity leads him to Andy Fidler, a salesman with too many questions and a knack of getting in Vanns way","['mistake in person', 'false identity', 'arms dealer', 'cop', 'police officer', 'dentist']",6.925645,"Samuel L. Jackson (Derrick Vann), Eugene Levy (Andy Fiddler), Luke Goss (Joey Kane), Miguel Ferrer (Agent Peters), Susie Essman (Lt. Rita Carbone)",Les Mayfield,New Line Cinema,83.0,2005
14396,"['Action', 'Comedy', 'Crime']",Code Name: The Cleaner,"Cedric the Entertainer plays Jake, a seemingly regular guy who has no idea who he is after being hit over the head by mysterious assailants. When he finds himself entangled in a government conspiracy, Jake and his pursuers become convinced that he is an undercover agent.",[],9.36146,"Cedric the Entertainer (Jake Rodgers), Lucy Liu (Gina), Nicollette Sheridan (Diane), Mark Dacascos (Eric Hauck), Callum Keith Rennie (Shaw)",Les Mayfield,New Line Cinema,84.0,2007
15673,['Comedy'],Connie and Carla,"After accidentally witnessing a mafia hit in the Windy City, gal pals Connie and Carla skip town for L.A., where they go way undercover as singers working the city's dinner theater circuit ... as drag queens. Now, it's not enough that they become big hits on the scene; things get extra-weird when Connie meets Jeff -- a guy she'd like to be a woman with","['gay', 'drag queen', 'mistaken identity']",6.102663,"Nia Vardalos (Connie), Toni Collette (Carla), David Duchovny (Jeff), Stephen Spinella (Robert / Peaches), Alec Mapa (Lee / N'Cream)",Michael Lembeck,Universal Pictures,98.0,2004
42618,"['Comedy', 'Drama', 'Music', 'Romance']",Sweet Charity,"Taxi dancer Charity continues to have Faith in the human race despite apparently endless disappointments at its hands, and Hope that she will finally meet the nice young man to romance her away from her sleazy life. Maybe, just maybe, handsome Oscar will be the one to do it.","['broken engagement', 'charity', 'celebrity', 'tragic love', 'dancehall girl', 'based on stage musical', 'based on film']",0.709143,"Shirley MacLaine (Charity), John McMartin (Oscar), Ricardo Montalban (Vittorio), Sammy Davis, Jr. (Big Daddy), Chita Rivera (Nickie)",Bob Fosse,Universal Pictures,149.0,1969
171274,"['Comedy', 'Romance', 'Crime', 'Drama', 'Mystery']",Inherent Vice,"In Los Angeles at the turn of the 1970s, drug-fueled detective Larry ""Doc"" Sportello investigates the disappearance of an ex-girlfriend.","['based on novel', '1970s', 'private investigator', 'smoking marijuana', 'los angeles', '1960s']",45.742217,"Joaquin Phoenix (Larry ""Doc"" Sportello), Josh Brolin (Lt. Det. Christian F. ""Bigfoot"" Bjornsen), Owen Wilson (Coy Harlingen), Katherine Waterston (Shasta Fay Hepworth), Reese Witherspoon (Deputy D.A. Penny Kimball)",Paul Thomas Anderson,"Ghoulardi Film Company, Warner Bros., IAC Films",148.0,2014
24432,['Family'],Doogal,"This is the story of Doogal, an adorable candy-loving mutt who goes on a mission to save the world.",[],1.682839,"Daniel Tay (Doogal), Jimmy Fallon (Dylan), Jon Stewart (Zeebad), Whoopi Goldberg (Ermintrude), William H. Macy (Brian)","Frank Passingham, Dave Borthwick, Jean Duval",,85.0,2006
109417,"['Music', 'Drama']",Battle of the Year,"A down-on-his-luck coach is hired to prepare a team of the best American dancers for an international tournament that attracts all the best crews from around the world, but the Americans haven't won in fifteen years.","['musical', '3d']",8.237336,"Josh Holloway (Jason Blake), Josh Peck (Franklyn), Chris Brown (Rooster), Laz Alonso (Dante), Caity Lotz (Stacy)",Benson Lee,Screen Gems,110.0,2013
13948,"['Comedy', 'Fantasy']",An American Carol,"In An American Carol a cynical, Anti-American Hollywood filmmaker sets out on a crusade to abolish the 4th of July holiday. He is visited by three spirits who take him on a hilarious journey in an attempt to show him the true meaning of America.","['terrorist', 'parody', 'documentary filmmaker', 'sattire']",2.605374,"Kevin Farley (Michael Malone), Kelsey Grammer (General George S. Patton), Leslie Nielsen (Leslie Nielsen), Trace Adkins (Angel of Death), Robert Davi (Aziz)",David Zucker,Mpower Pictures,83.0,2008
106747,"['Action', 'Crime', 'Thriller']",Machete Kills,Ex-Federale agent Machete is recruited by the President of the United States for a mission which would be impossible for any mortal man – he must take down a madman revolutionary and an eccentric billionaire arms dealer who has hatched a plan to spread war and anarchy across the planet.,"['mexico', 'white house', 'nuclear missile', 'machete', 'outer space']",29.072964,"Danny Trejo (Machete Cortez), Mel Gibson (Luther Voz), Amber Heard (Miss San Antonio), Michelle Rodriguez (Luz), Sofía Vergara (Desdemona)",Robert Rodriguez,"Open Road Films, Overnight Films, AR Films",107.0,2013
10929,['Horror'],Willard,"Desperate for companionship, the repressed Willard befriends a group of rats that inhabit his late father's deteriorating mansion. In these furry creatures, Willard finds temporary refuge from daily abuse at the hands of his bedridden mother and his father's old partner, Frank. Soon it becomes clear that the brood of rodents is ready and willing to exact a vicious, deadly revenge on anyone who dares to bully their sensitive new master.","['bad boss', 'evil mother', 'revenge', 'humiliation', 'obedience']",1.322528,"Crispin Glover (Willard Stiles), R. Lee Ermey (Frank Martin), Laura Harring (Cathryn), Jackie Burroughs (Henrietta Stiles), Ashlyn Gere (Ms. Leach)",Glen Morgan,"New Line Cinema, Hard Eight Pictures",100.0,2003
14220,['Comedy'],Strange Wilderness,"With the ratings dropping for a wilderness-themed TV show, two animal fans go to the Andes in search of Bigfoot.","['tv show', 'bigfoot']",4.961306,"Steve Zahn (Peter), Allen Covert (Fred), Jonah Hill (Cooker), Kevin Heffernan (Whitaker), Ashley Scott (Cheryl)",Fred Wolf,"Paramount Pictures, Happy Madison Productions, Pelican Productions LLC",87.0,2008
46435,"['Comedy', 'Drama', 'Music']",Topsy-Turvy,"After their production ""Princess Ida"" meets with less-than-stunning reviews, the relationship between Gilbert and Sullivan is strained to breaking. Their friends and associates attempt to get the two to work together again, which opens the way to ""The Mikado,"" one of the duo's greatest successes.","['prostitute', 'musical', 'biography', 'telephone call', 'cigar smoking', 'drink', '\xa0gilbert and sullivan', ""gilbert and sullivan's princess ida"", 'piano duet', 'lyricist', 'exhibition']",8.628519,"Allan Corduner (Sir Arthur Sullivan), Jim Broadbent (W. S. Gilbert), Timothy Spall (Richard Temple (The Mikado)), Dexter Fletcher (Louis), Shirley Henderson (Leonora Braham (Yum-Yum))",Mike Leigh,"Newmarket Capital Group, Goldwyn Films, The Greenlight Fund",160.0,1999
256962,"['Comedy', 'Drama', 'War']",Little Boy,An eight-year-old boy is willing to do whatever it takes to end World War II so he can bring his father home. The story reveals the indescribable love a father has for his little boy and the love a son has for his father.,"['japanese', 'world war ii', 'spirituality']",12.232048,"Jakob Salvati (Pepper Flynt Busbee / Little Boy), Emily Watson (Emma Busbee), Cary-Hiroyuki Tagawa (Hashimoto), Michael Rapaport (James Busbee), David Henrie (London Busbee)",Alejandro Monteverde,"Metanoia Films, Santa Fé Films",106.0,2015
48231,"['Drama', 'Thriller']",A Dangerous Method,"Seduced by the challenge of an impossible case, the driven Dr. Carl Jung takes the unbalanced yet beautiful Sabina Spielrein as his patient. Jung’s weapon is the method of his master, the renowned Sigmund Freud. Both men fall under Sabina’s spell.","['based on novel', 'psychoanalysis', 'sigmund freud', 'biography', 'spanking', 'based on play', 'cigar smoking', 'cheating husband', 'based on true events']",27.133277,"Keira Knightley (Sabina Spielrein), Viggo Mortensen (Sigmund Freud), Michael Fassbender (Carl Jung), Sarah Gadon (Emma Jung), Vincent Cassel (Otto Gross)",David Cronenberg,"Recorded Pictures Company, The Movie Network, Millbrook Pictures",99.0,2011
3509,"['Animation', 'Science Fiction', 'Thriller']",A Scanner Darkly,An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.,"['california', 'detective', 'based on novel', 'dream', 'undercover', 'cocaine', 'brain', 'exam', 'future', 'test', 'dystopia', 'assignment', 'cyberpunk', 'drug', 'surveillance', 'totalitarian', 'corporation', 'substance', 'schizophrenic', 'condition', 'neo-noir']",26.093043,"Keanu Reeves (Fred/Bob Arctor), Winona Ryder (Donna Hawthorne), Woody Harrelson (Ernie Luckman), Robert Downey Jr. (James Barris), Mitch Baker (Brown Bear Lodge Host)",Richard Linklater,"Thousand Words, Warner Independent Pictures (WIP), Detour Filmproduction",100.0,2006
82684,['Drama'],Chasing Mavericks,Surfer Jay Moriarity sets out to ride the Northern California break known as Mavericks.,"['wave', 'surfing', 'sport', 'mentor protégé relationship', 'santa cruz california']",13.621201,"Gerard Butler (Frosty Hesson), Jonny Weston (Jay Moriarity), Elisabeth Shue (Christy Moriarity), Abigail Spencer (Brenda Hesson), Leven Rambin (Kim)","Curtis Hanson, Michael Apted","Fox 2000 Pictures, Walden Media",117.0,2012
12142,"['Action', 'Fantasy', 'Horror', 'Thriller']",Alone in the Dark,"Edward Carnby is a private investigator specializing in unexplainable supernatural phenomena. His cases delve into the dark corners of the world, searching for truth in the occult remnants of ancient civilizations. Now, the greatest mystery of his past is about to become the most dangerous case he has ever faced.","['detective', 'monster', 'professor', 'island', 'museum', 'darkness', 'alien life-form', 'paranormal', 'artifact', 'slow motion scene', 'flashback sequence', 'zombie', 'based on video game', 'occultism']",9.292987,"Christian Slater (Edward Carnby), Tara Reid (Aline Cedrac), Stephen Dorff (Richard Burke), Frank C. Turner (Sam Fischer), Matthew Walker (Prof. Lionel Hudgens)",Uwe Boll,"Boll Kino Beteiligungs GmbH & Co. KG, Brightlight Pictures, Herold Productions",96.0,2005
23367,"['Comedy', 'Drama', 'Family', 'Music']",Bandslam,A high school social outcast and the popular girl bond through a shared love of music.,"['new jersey', 'musical', 'battle of the bands', 'teenager', 'rock band']",7.716606,"Vanessa Hudgens (Sam), Aly Michalka (Charlotte Banks), Gaelan Connell (Will Burton), Lisa Kudrow (Karen Burton), Scott Porter (Ben Wheatly)",Todd Graff,"Summit Entertainment, Goldsmith-Thomas Productions, Walden Media",111.0,2009
